,t_ch,t_dev,l_core_and_top,l_core_and_occ,l_peripheral_and_top,l_peripheral_and_occ,r_core_and_top,r_core_and_occ,r_peripheral_and_top,r_peripheral_and_occ,has_conflict
94,418,2,0,0,1,0,1,0,0,0,0
95,35,4,1,1,0,2,0,0,1,0,0
96,79,5,1,1,0,2,0,0,1,0,0
97,8,2,0,0,0,0,0,0,1,1,0
98,6,1,0,0,0,0,0,0,1,0,0
99,1,1,0,0,1,0,0,0,0,0,0
100,474,8,1,0,0,6,0,0,1,0,0
101,3,2,0,0,0,0,0,1,1,0,0
102,31,6,1,0,0,0,1,0,0,4,0
103,2,1,0,0,1,0,0,0,0,0,0
104,16,1,0,0,1,0,0,0,0,0,0
105,1,1,1,0,0,0,0,0,0,0,0
106,1,1,0,0,1,0,0,0,0,0,0
107,27,4,0,0,0,0,1,1,0,2,0
108,143,9,0,1,1,6,0,0,1,0,0
109,49,5,1,2,0,1,0,0,1,0,0
110,4,1,1,0,0,0,0,0,0,0,0
111,11,1,0,0,0,0,1,0,0,0,0
112,6,2,0,0,1,0,0,0,1,0,0
113,3,1,0,0,1,0,0,0,0,0,0
114,1,1,0,0,1,0,0,0,0,0,0
115,6,2,1,0,0,1,0,0,0,0,0
116,25,4,0,2,1,0,0,0,1,0,0
117,10,3,0,1,1,0,0,0,1,0,0
118,1,1,0,0,1,0,0,0,0,0,0
119,2,1,0,0,0,0,1,0,0,0,0
120,2,1,1,0,0,0,0,0,0,0,0
121,357,8,0,0,1,0,1,1,0,5,0
122,7,1,1,0,0,0,0,0,0,0,0
123,1,1,0,0,1,0,0,0,0,0,0
124,2,1,0,0,1,0,0,0,0,0,0
125,8,2,0,0,1,0,1,0,0,0,0
126,2,1,1,0,0,0,0,0,0,0,0
127,3,1,1,0,0,0,0,0,0,0,0
128,8,2,1,0,0,0,0,0,1,0,1
129,9,1,1,0,0,0,0,0,0,0,0
130,31,1,0,0,1,0,0,0,1,0,0
131,19,4,1,0,0,2,0,0,1,0,0
132,59,3,1,0,0,2,0,0,0,0,0
133,22,3,0,0,1,0,1,0,0,1,0
134,1,1,0,0,0,0,0,0,2,0,0
135,7,1,1,0,0,0,1,0,0,0,0
136,6,1,0,0,1,0,0,0,0,0,0
137,474,2,1,0,0,0,0,0,1,0,0
138,3,3,1,0,0,1,0,0,1,0,0
139,262,8,0,0,2,14,0,0,2,0,0
140,4,3,0,0,1,2,0,0,0,0,0
141,2,1,1,0,0,0,0,0,0,0,0
142,8,2,0,0,1,0,1,0,0,0,0
143,4,1,0,0,1,0,0,0,0,0,0
144,31,3,1,0,0,1,0,0,1,0,0
145,167,5,1,1,0,2,0,0,1,0,0
146,3,1,1,0,0,0,0,0,0,0,0
147,9,3,1,0,0,2,0,0,0,0,0
148,2746,10,0,0,0,0,0,0,1,9,0
149,1,1,0,0,2,0,0,0,0,0,0
150,5,1,1,0,0,0,0,0,0,0,0
151,6,1,0,0,0,0,1,0,0,0,0
152,36,2,1,0,0,0,1,1,0,0,0
153,58,4,1,0,0,2,0,0,1,0,0
154,1,1,0,0,1,0,0,0,0,0,0
155,1,1,0,0,1,0,0,0,0,0,0
156,6,5,0,0,1,3,0,0,1,0,0
157,1,1,0,0,1,0,0,0,0,0,0
158,6,2,0,0,1,0,0,0,1,0,0
159,166,1,0,0,0,0,0,0,1,0,0
160,2,1,0,0,1,0,0,0,0,0,0
161,72,5,1,1,0,3,0,0,0,0,0
162,1,1,1,0,0,0,0,0,0,0,0
163,23,1,1,0,0,0,1,0,0,0,1
164,534,6,1,0,0,4,0,0,1,0,0
165,2,1,1,0,0,0,0,0,0,0,0
166,6,4,0,0,1,0,1,0,0,2,0
167,2,1,0,0,1,0,0,0,0,0,0
168,9,3,1,0,0,1,0,0,1,0,0
169,946,93,0,0,0,0,1,3,0,89,0
170,1,1,0,0,0,0,0,0,1,0,0
171,1,1,0,0,0,0,1,0,0,0,0
172,26,8,1,2,0,5,0,0,0,0,0
173,1,1,0,0,1,0,0,0,0,0,0
174,9,2,1,0,0,1,1,0,0,0,0
175,39,5,1,2,0,2,0,0,0,0,0
176,134,6,1,2,0,2,0,0,1,0,0
177,1,1,0,0,1,0,0,0,0,0,0
178,1,1,0,0,0,0,0,0,1,0,0
179,1089,3,0,0,1,2,0,0,1,0,0
180,3,2,1,0,0,0,0,0,1,0,0
181,3,1,0,0,0,0,0,0,1,0,0
182,30,11,0,1,1,9,0,0,1,0,0
183,2,1,0,0,0,0,0,0,1,0,0
184,2,1,0,0,0,0,0,0,1,0,0
185,27,2,1,0,0,0,0,0,1,0,0
186,878,5,0,0,1,4,0,0,1,0,0
187,1,1,1,0,0,0,0,0,0,0,0
188,12,1,1,0,0,0,0,0,0,0,0
189,9,1,0,0,0,0,1,0,0,0,0
190,5,1,0,0,0,0,0,0,1,0,0
191,376,9,1,0,0,7,0,0,1,0,0
192,13,1,0,0,0,0,1,0,0,0,0
193,24,4,1,1,0,2,0,0,0,0,0
194,704,16,0,0,1,0,1,1,0,13,0
195,1,1,0,0,1,0,0,0,0,0,0
196,13,3,0,0,1,1,0,0,1,0,0
197,4,3,1,0,0,1,0,0,1,0,0
198,17,2,0,0,1,1,0,0,0,0,0
199,11,2,0,0,1,0,1,0,0,0,1
200,1,1,0,0,1,0,0,0,0,0,0
201,2,1,0,0,1,0,0,0,0,0,0
202,2,1,0,0,0,0,0,0,2,0,0
203,11,3,1,0,0,0,1,0,0,1,0
204,430,1,0,0,0,0,1,0,0,0,0
205,30,2,1,0,0,0,1,0,0,0,0
206,5,2,0,0,0,0,1,1,0,0,0
207,13,3,1,0,0,0,1,0,0,1,0
208,22,2,0,0,1,1,0,0,1,0,0
209,45,7,0,0,1,0,1,0,0,5,0
210,255,3,0,0,1,1,0,0,1,0,0
211,1,1,1,0,0,0,0,0,0,0,0
212,1210,6,1,1,0,4,0,0,1,0,0
213,1,1,0,0,1,0,0,0,0,0,0
214,15,3,0,1,1,0,1,0,0,0,0
215,25,4,0,0,1,0,0,2,1,0,0
216,4,2,1,0,0,0,0,0,1,0,0
217,15,5,1,1,0,3,0,0,0,0,0
218,72,1,1,0,0,0,1,0,0,0,1
219,41,6,0,3,1,2,1,0,0,0,0
220,383,2,0,0,1,0,0,0,1,0,0
221,2,2,0,0,1,0,1,0,0,0,0
222,17,2,0,0,1,0,0,0,1,0,0
223,2,1,1,0,0,0,0,0,0,0,0
224,123,3,0,0,0,0,1,0,0,2,0
225,1,1,0,0,1,0,0,0,0,0,0
226,1,1,0,0,1,0,0,0,0,0,0
227,2,1,1,0,0,0,0,0,0,0,0
228,108,5,0,1,1,2,0,0,1,0,0
229,73,7,0,0,1,5,0,0,1,0,0
230,79,2,0,0,0,0,1,0,0,1,0
231,7,1,1,0,0,0,0,0,0,0,0
232,1,1,0,0,1,0,0,0,0,0,0
233,3,1,0,0,0,0,0,0,1,0,0
234,71,2,0,0,1,1,0,0,0,0,0
235,4,1,0,0,0,0,1,0,0,0,0
236,1,1,0,0,1,0,0,0,0,0,0
237,6,3,0,0,1,1,0,0,1,0,0
238,2,1,0,0,0,0,1,0,0,0,0
239,1331,17,0,3,1,12,0,0,1,0,0
240,28,2,1,1,0,0,0,0,0,0,0
241,1,1,1,0,0,0,0,0,0,0,0
242,5,2,0,0,0,0,0,0,2,2,0
243,3,1,0,0,1,0,0,0,0,0,0
244,3,1,0,0,0,0,0,0,1,0,0
245,125,1,1,0,0,0,1,0,0,0,0
246,53,3,1,0,0,2,0,0,0,0,0
247,67,6,0,0,1,0,0,0,1,5,1
248,3,2,0,0,1,1,0,0,0,0,0
249,3,1,0,0,1,0,0,0,0,0,0
250,5,1,0,0,1,0,0,0,1,0,0
251,4,1,1,0,0,0,0,0,0,0,0
252,6,2,1,0,0,1,1,0,0,0,0
253,3,2,1,0,0,0,0,0,1,0,0
254,132,7,1,4,0,2,1,0,0,0,0
255,6,1,0,0,1,0,0,0,0,0,0
256,201,6,0,0,0,0,1,0,0,5,0
257,1,1,0,0,0,0,0,0,1,0,0
258,7,1,1,0,0,0,0,0,0,0,0
259,573,6,1,2,0,3,0,0,0,0,0
260,98,4,0,2,1,1,0,0,1,0,1
261,1824,6,0,0,1,0,1,2,0,2,0
262,9,6,1,0,0,4,0,0,1,0,0
263,1,1,0,0,1,0,0,0,0,0,0
264,18,2,0,0,1,1,0,0,1,0,0
265,5,4,0,0,0,0,1,1,0,2,0
266,6,2,0,0,1,0,0,0,1,0,0
267,1,1,0,0,1,0,0,0,0,0,0
268,27,2,1,0,0,0,0,0,1,0,0
269,13,11,0,4,1,5,0,0,1,0,0
270,1,1,0,0,1,0,0,0,0,0,0
271,45,8,0,0,1,0,1,0,0,6,0
272,7,5,1,0,0,3,0,0,1,0,0
273,7,1,1,0,0,0,1,0,0,0,0
274,1,1,1,0,0,0,0,0,0,0,0
275,48,13,0,0,0,0,1,1,0,11,0
276,14,5,1,0,0,3,0,0,1,0,0
277,6,3,1,0,0,0,0,1,1,0,0
278,876,27,0,0,2,50,0,0,2,0,0
279,4558,117,0,0,0,0,0,5,1,111,0
280,15,1,1,0,0,0,0,0,0,0,0
281,591,3,1,1,0,1,0,0,0,0,0
282,24,1,1,0,0,0,0,0,0,0,0
283,17,1,1,0,0,0,0,0,0,0,0
284,11,3,0,0,1,1,0,0,1,0,0
285,9,2,1,1,0,0,0,0,0,0,0
286,6,1,1,0,0,0,0,0,0,0,0
287,5,3,0,0,0,0,0,1,1,1,0
288,2,1,1,0,0,0,0,0,0,0,0
289,520,5,0,0,1,0,1,0,0,3,0
290,11,3,0,1,1,1,0,0,0,0,0
291,2,1,1,0,0,0,0,0,0,0,0
292,2,1,0,0,1,0,0,0,0,0,0
293,54,1,1,0,0,0,0,0,0,0,0
294,21,1,0,0,1,0,0,0,0,0,0
295,6,1,0,0,1,0,0,0,0,0,0
296,2,1,0,0,1,0,0,0,0,0,0
297,6,2,1,0,0,0,0,0,1,0,0
298,8,1,1,0,0,0,0,0,0,0,0
299,4,1,1,0,0,0,0,0,0,0,0
300,52,2,1,0,0,0,0,0,1,0,0
301,1,1,0,0,1,0,0,0,0,0,0
302,1,1,0,0,1,0,0,0,0,0,0
303,7,1,1,0,0,0,1,0,0,0,0
304,2,1,0,0,2,0,0,0,0,0,0
305,2,1,0,0,1,0,0,0,0,0,0
306,40,4,0,0,1,2,0,0,1,0,0
307,774,4,1,2,0,1,0,0,0,0,0
308,247,1,1,0,0,0,0,0,0,0,0
309,18,2,1,0,0,0,0,0,1,0,0
310,4,1,0,0,1,0,0,0,0,0,0
311,1,1,0,0,1,0,0,0,0,0,0
312,2,1,0,0,0,0,0,0,1,0,0
313,7,1,0,0,0,0,0,0,2,0,0
314,1,1,1,0,0,0,0,0,0,0,0
315,2,1,1,0,0,0,0,0,0,0,0
316,1,1,0,0,2,0,0,0,0,0,0
317,114,4,1,1,0,1,0,0,1,0,0
318,25,1,0,0,0,0,0,0,2,0,0
319,4,2,0,1,1,0,0,0,0,0,0
320,30,3,1,0,0,1,1,0,0,0,0
321,571,13,1,4,0,2,1,3,0,5,0
322,18,1,0,0,1,0,0,0,0,0,0
323,2,1,0,0,1,0,0,0,0,0,0
324,66,3,1,1,0,0,0,0,1,0,0
325,2,1,0,0,1,0,0,0,0,0,0
326,123,1,1,0,0,0,1,0,0,0,0
327,14,1,0,0,1,0,0,0,0,0,0
328,3,1,0,0,1,0,0,0,0,0,0
329,1,1,0,0,1,0,0,0,0,0,0
330,1,1,0,0,0,0,0,0,1,0,0
331,1,1,0,0,0,0,0,0,1,0,0
332,20,3,1,1,0,0,0,0,1,0,0
333,488,47,1,8,0,38,0,0,0,0,0
334,1,1,1,0,0,0,0,0,0,0,0
335,1,1,1,0,0,0,0,0,0,0,0
336,22,5,0,2,1,2,0,0,0,0,0
337,282,5,1,1,0,2,0,0,1,0,0
338,2,1,0,0,1,0,0,0,0,0,0
339,19,4,0,0,1,2,0,0,1,0,0
340,9,4,0,0,1,3,0,0,0,0,0
341,7,4,0,0,2,4,0,0,2,0,0
342,13,1,0,0,1,0,0,0,0,0,0
343,2,1,0,0,1,0,0,0,0,0,0
344,2,2,0,0,1,0,1,0,0,0,0
345,33,8,1,4,0,3,0,0,0,0,0
346,11,2,1,0,0,0,1,0,0,0,0
347,10,2,1,0,0,1,0,0,1,0,0
348,48,7,0,0,1,0,0,1,1,4,1
349,31,1,0,0,1,0,0,0,0,0,0
350,6,1,1,0,0,0,0,0,0,0,0
351,12,6,0,0,1,0,0,0,1,4,1
352,19,3,0,0,1,1,0,0,1,0,0
353,58,7,1,3,0,2,0,0,1,0,0
354,6,1,1,0,0,0,0,0,0,0,0
355,1,1,1,0,0,0,0,0,0,0,0
356,21,1,0,0,1,0,0,0,0,0,0
357,2,1,0,0,1,0,0,0,0,0,0
358,2,1,0,0,1,0,0,0,0,0,0
359,3,3,1,0,0,1,0,0,1,0,0
360,6,1,0,0,0,0,0,0,1,0,0
361,10,2,0,0,1,0,0,0,1,0,0
362,1,1,0,0,1,0,0,0,0,0,0
363,212,6,0,0,1,0,1,1,0,3,0
364,3,1,1,0,0,0,0,0,0,0,0
365,1,1,0,0,1,0,0,0,0,0,0
366,18,2,1,1,0,0,0,0,0,0,0
367,7,3,0,0,2,2,0,0,2,0,0
368,15,4,1,0,0,1,0,0,1,1,0
369,5,1,0,0,0,0,0,0,1,0,0
370,1,1,1,0,0,0,0,0,0,0,0
371,114,1,1,0,0,0,0,0,0,0,0
372,41,3,0,0,2,0,0,0,2,2,0
373,3,1,1,0,0,0,0,0,0,0,0
374,1,1,0,0,1,0,0,0,0,0,0
375,9,1,1,0,0,0,0,0,0,0,0
376,340,10,0,1,1,7,0,0,1,0,0
377,5,5,0,0,0,0,1,2,0,2,0
378,6,2,0,0,1,0,1,0,0,0,0
379,7,6,0,3,1,1,0,0,1,0,0
380,1087,2,1,1,0,0,0,0,0,0,0
381,1,1,0,0,0,0,1,0,0,0,0
382,96,9,1,0,0,8,0,0,1,0,0
383,1,1,1,0,0,0,0,0,0,0,0
384,1,1,0,0,1,0,0,0,0,0,0
385,1,1,0,0,1,0,0,0,0,0,0
386,6,3,1,0,0,1,0,0,1,0,0
387,10,2,1,0,0,0,0,0,1,0,0
388,271,2,0,0,1,1,0,0,1,0,0
389,33,2,0,0,2,0,0,0,2,0,0
390,23,1,1,0,0,0,0,0,0,0,0
391,2,2,0,0,1,0,0,0,1,0,0
392,5,1,0,0,1,0,0,0,0,0,0
393,227,10,1,3,0,6,0,0,0,0,0
394,25,2,1,0,0,0,0,0,1,0,0
395,1,1,1,0,0,0,0,0,0,0,0
396,34,1,1,0,0,0,0,0,0,0,0
397,33,6,1,1,0,3,0,0,1,0,0
398,3,2,0,0,2,0,0,0,2,0,0
399,1,1,0,0,1,0,0,0,0,0,0
400,10,1,0,0,0,0,0,0,1,0,0
401,6,2,1,0,0,0,0,0,1,0,0
402,4,1,0,0,1,0,0,0,1,0,0
403,5,2,0,0,1,0,0,0,1,0,0
404,1,1,0,0,0,0,1,0,0,0,0
405,26,2,0,0,1,0,0,0,1,0,0
406,2,1,0,0,1,0,0,0,0,0,0
407,2,2,1,0,0,0,0,0,1,0,0
408,1,1,0,0,1,0,0,0,0,0,0
409,2,2,0,0,1,0,0,0,1,0,0
410,18,2,1,0,0,0,0,0,1,0,0
411,10,2,1,0,0,0,1,0,0,0,0
412,1433,3,1,0,0,2,0,0,1,0,1
413,11,7,1,0,0,5,0,0,1,0,0
414,171,3,0,0,1,1,0,0,1,0,0
415,2,1,0,0,0,0,1,0,0,0,0
416,5,1,0,0,1,0,0,0,0,0,0
417,12,2,0,0,1,0,1,0,0,0,1
418,1,1,0,0,0,0,0,0,1,0,0
419,1,1,0,0,1,0,0,0,0,0,0
420,5,1,0,0,0,0,0,0,2,0,0
421,1151,8,0,0,0,0,1,1,0,6,0
422,74,7,1,0,0,6,0,0,0,0,0
423,1,1,0,0,0,0,0,0,1,0,0
424,63,3,1,0,0,0,0,0,1,1,0
425,961,1,0,0,1,0,0,0,1,0,0
426,2,2,0,0,1,1,0,0,0,0,0
427,12,2,1,0,0,0,1,0,0,0,0
428,52,1,0,0,2,0,0,0,0,0,0
429,14,8,1,0,0,7,0,0,0,0,0
430,7,2,0,0,0,0,1,1,0,0,0
431,45,1,0,0,1,0,0,0,0,0,0
432,1,1,0,0,0,0,1,0,0,0,0
433,6,1,0,0,0,0,1,0,0,0,0
434,3,1,0,0,1,0,0,0,1,0,0
435,39,35,0,0,1,0,0,2,1,31,1
436,2,1,1,0,0,0,1,0,0,0,1
437,5,2,0,0,2,0,0,0,2,0,0
438,1,1,0,0,1,0,0,0,0,0,0
439,1,1,0,0,1,0,0,0,0,0,0
440,1,1,1,0,0,0,0,0,0,0,0
441,71,3,0,0,0,0,1,0,0,2,0
442,1,1,0,0,1,0,0,0,0,0,0
443,4,2,1,0,0,0,1,0,0,0,0
444,1,1,0,0,1,0,0,0,0,0,0
445,29,9,1,1,0,7,1,0,0,0,0
446,3,1,0,0,1,0,0,0,0,0,0
447,5,2,0,0,1,0,1,0,0,0,0
448,4,3,0,0,1,1,0,0,1,0,0
449,33,1,1,0,0,0,1,0,0,0,0
450,39,4,0,1,1,1,0,0,1,0,0
451,2,2,1,0,0,0,0,0,1,0,0
452,1,1,0,0,0,0,1,0,0,0,0
453,27,1,0,0,1,0,0,0,0,0,0
454,81,2,1,0,0,0,1,0,0,0,0
455,21,2,1,0,0,0,1,1,0,0,0
456,2,1,0,0,1,0,0,0,0,0,0
457,160,7,1,2,0,4,0,0,0,0,0
458,2,1,0,0,1,0,0,0,0,0,0
459,40,1,0,0,0,0,1,0,0,0,0
460,20,7,0,0,1,5,0,0,1,0,0
461,212,3,1,0,0,0,1,1,0,1,0
462,16,1,0,0,1,0,0,0,0,0,0
463,20,1,1,0,0,0,1,0,0,0,0
464,1,1,0,0,1,0,0,0,0,0,0
465,22,9,0,0,0,0,0,2,1,6,0
466,4080,15,1,0,0,14,0,0,1,0,0
467,1,1,0,0,0,0,0,0,1,0,0
468,9,1,1,0,0,0,0,0,0,0,0
469,1,1,0,0,1,0,0,0,0,0,0
470,9,1,0,0,1,0,0,0,0,0,0
471,260,6,0,0,1,0,1,0,0,5,1
472,1818,26,0,0,0,0,0,4,1,21,0
473,148,1,1,0,0,0,0,0,0,0,0
474,1,1,1,0,0,0,0,0,0,0,0
475,63,8,1,0,0,6,0,0,1,0,0
476,1,1,0,0,0,0,1,0,0,0,0
477,17,2,1,0,0,0,0,0,1,0,0
478,5,2,1,0,0,1,0,0,0,0,0
479,109,2,1,0,0,1,0,0,0,0,0
480,13,1,1,0,0,0,0,0,0,0,0
481,7,2,1,0,0,1,0,0,0,0,0
482,14,3,0,1,1,0,0,0,1,0,0
483,580,3,1,1,0,0,0,0,1,0,1
484,1,1,0,0,1,0,0,0,0,0,0
485,15,6,0,0,2,10,0,0,2,0,0
486,5,4,1,1,0,0,0,0,1,1,0
487,1,1,0,0,1,0,0,0,0,0,0
488,2258,52,0,0,1,0,0,5,1,46,1
489,62,1,1,0,0,0,0,0,0,0,0
490,66,12,0,0,0,0,1,5,0,6,0
491,4,1,0,0,0,0,0,0,1,0,0
492,12,3,0,1,1,0,0,0,1,0,0
493,1,1,0,0,0,0,0,0,2,0,0
494,85,12,0,3,1,7,0,0,1,0,0
495,4,1,0,0,1,0,0,0,0,0,0
496,14,4,1,0,0,2,0,0,1,0,0
497,111,46,0,1,1,43,0,0,1,0,0
498,1,1,0,0,1,0,0,0,0,0,0
499,471,7,1,1,0,5,1,0,0,0,1
500,14,2,0,0,1,0,1,0,0,0,0
501,953,2,1,0,0,0,1,0,0,0,0
502,39,3,1,1,0,0,0,0,1,0,0
503,4,1,1,0,0,0,0,0,0,0,0
504,4,1,1,0,0,0,0,0,0,0,0
505,248,8,0,0,0,0,1,2,0,5,0
506,6,2,0,0,1,0,0,0,1,0,0
507,1,1,1,0,0,0,0,0,0,0,0
508,822,2,0,0,1,0,0,0,1,0,0
509,3,1,0,0,0,0,0,0,1,0,0
510,3,1,1,0,0,0,0,0,0,0,0
511,5,1,0,0,1,0,0,0,0,0,0
512,1,1,0,0,0,0,1,0,0,0,0
513,180,1,0,0,0,0,1,0,0,0,0
514,6,1,0,0,0,0,1,0,0,0,0
515,1,1,0,0,1,0,0,0,0,0,0
516,11,4,1,0,0,3,0,0,1,0,0
517,590,2,1,0,0,0,1,0,0,0,0
518,9,2,1,0,0,0,0,0,1,0,0
519,12,8,1,3,0,3,1,0,0,0,0
520,3,2,1,0,0,0,1,0,0,0,0
521,44,2,1,0,0,1,1,0,0,0,0
522,1,1,0,0,0,0,0,0,1,0,0
523,7,1,1,0,0,0,0,0,0,0,0
524,3,1,1,0,0,0,0,0,0,0,0
525,3,1,1,0,0,0,0,0,0,0,0
526,4,3,0,2,1,0,0,0,0,0,0
527,7,7,0,0,1,1,0,1,1,3,1
528,3,1,0,0,0,0,1,0,0,0,0
529,28,2,0,0,1,0,0,0,1,0,0
530,37,8,1,0,0,0,0,0,1,6,1
531,29,3,0,0,0,0,1,2,0,0,0
532,51,3,0,0,1,0,0,1,1,0,0
533,51,1,1,0,0,0,0,0,0,0,0
534,1,1,0,0,1,0,0,0,0,0,0
535,9,3,1,0,0,1,0,0,1,0,0
536,3,1,0,0,1,0,0,0,0,0,0
537,1769,19,0,0,1,0,1,5,0,12,1
538,1,1,0,0,1,0,0,0,0,0,0
539,9,1,1,0,0,0,0,0,0,0,0
540,1,1,1,0,0,0,0,0,0,0,0
541,19,3,1,1,0,1,1,0,0,0,0
542,3960,42,0,0,0,0,0,3,1,38,1
543,38,2,0,0,1,0,1,0,0,0,0
544,4,1,0,0,0,0,1,0,0,0,0
545,35,5,1,1,0,2,0,0,1,0,0
546,202,2,1,0,0,0,1,1,0,0,0
547,1,1,0,0,2,0,0,0,0,0,0
548,1,1,0,0,1,0,0,0,0,0,0
549,11,1,0,0,0,0,0,0,1,0,0
550,17,1,1,0,0,0,0,0,0,0,0
551,142,12,1,2,0,8,0,0,1,0,0
552,2,2,0,0,1,0,0,0,1,0,0
553,6,3,0,0,0,0,0,1,1,1,0
554,63,4,0,0,1,0,1,1,0,1,0
555,54,3,0,0,1,0,1,0,0,1,1
556,1487,13,0,0,0,0,1,3,0,9,0
557,1,1,0,0,1,0,0,0,0,0,0
558,2,2,0,0,1,0,0,0,1,0,0
559,15,6,0,1,1,4,0,0,0,0,0
560,182,1,1,0,0,0,0,0,0,0,0
561,2,2,0,0,0,0,0,0,1,1,0
562,22,2,1,0,0,0,1,0,0,0,0
563,854,1,0,0,1,0,0,0,1,0,0
564,8,2,0,0,1,0,1,0,0,0,0
565,104,2,1,1,0,0,1,0,0,0,0
566,14,3,0,0,1,1,1,0,0,0,0
567,10,5,0,0,0,0,0,0,1,4,0
568,55,2,0,0,0,0,1,1,0,0,0
569,2,1,0,0,1,0,0,0,0,0,0
570,1,1,0,0,1,0,0,0,0,0,0
571,20,1,0,0,1,0,0,0,0,0,0
572,1,1,0,0,1,0,0,0,0,0,0
573,1,1,1,0,0,0,0,0,0,0,0
